frame_mbit_p50,app_active_bins_pct,closed_loop_app_active_bins_pct,track1_example20s_app_active_pct,closed_loop_example20s_app_active_pct,app_nonzero_bin_mbit_p50,app_nonzero_bin_mbit_p95,app_nonzero_bin_mbit_max,mac_active_bins_pct,rlc_active_bins_pct,mac_mbit_100ms_p50_all,rlc_mbit_100ms_p50_all,mac_mbit_100ms_p50_active,rlc_mbit_100ms_p50_active,mac_mbps_equiv_p50_all,rlc_mbps_equiv_p50_all,nominal_one_frame_drain_ms,representative_rlc_one_frame_drain_ms,representative_mac_one_frame_drain_ms,representative_rlc_burst_slope_mbps,representative_rlc_start_kib,representative_rlc_end_kib
8.592576,62.776877363587246,25.012189176011702,61.69154228855721,22.388059701492537,8.598984,8.7932152,17.568912,100.0,94.9216639654241,6.872456,6.760336,6.872456,6.97876,68.72456,67.60336,127.10279489066815,97.60900000401307,122.91299999924377,79.90566443339581,1068.8896484375,116.80078125
